repository,element_key,parent_commit_id,commit_id,commit_time, change_type,element_file_before,element_file_after,element_name_before,element_name_after,result,comment
"https://github.com/checkstyle/checkstyle.git","src/main/java/com.puppycrawl.tools.checkstyle.Checker#fireErrors(String, SortedSet)$fileName(384)",f34eba11cbd8559d4d06f96e19affa70abaf86ff,0e3fe5643667a53079dbd114e5b1e9aa91fde083,999188004,introduced,src/checkstyle/com/puppycrawl/tools/checkstyle/Checker.java,src/checkstyle/com/puppycrawl/tools/checkstyle/Checker.java,"src/checkstyle/com.puppycrawl.tools.checkstyle.Checker#fireErrors(String, LineText[])$aFileName:String(309)","src/checkstyle/com.puppycrawl.tools.checkstyle.Checker#fireErrors(String, LineText[])$aFileName:String(309)",TP,"added with method"
"https://github.com/checkstyle/checkstyle.git","src/main/java/com.puppycrawl.tools.checkstyle.Checker#fireErrors(String, SortedSet)$hasNonFilteredViolations(386)",a963f8a21bd47624ec9f1eea72c9326e2ca01c8a,56cc11416ebdf52dd299d11424fb04fda42fa63f,1478807994,introduced,src/main/java/com/puppycrawl/tools/checkstyle/Checker.java,src/main/java/com/puppycrawl/tools/checkstyle/Checker.java,"src/main/java/com.puppycrawl.tools.checkstyle.Checker#fireErrors(String, SortedSet)$hasNonFilteredViolations:boolean(355)","src/main/java/com.puppycrawl.tools.checkstyle.Checker#fireErrors(String, SortedSet)$hasNonFilteredViolations:boolean(355)",TP,"new variable"
"https://github.com/checkstyle/checkstyle.git","src/main/java/com.puppycrawl.tools.checkstyle.Checker#fireErrors(String, SortedSet)$listener(391)",6e96026ec6d95fc5eadd3044cab91c24c73c8e0c,e00c478dd61d9d883e41b500b780ab217582c2e7,1287650559,modifier change,src/checkstyle/com/puppycrawl/tools/checkstyle/Checker.java,src/checkstyle/com/puppycrawl/tools/checkstyle/Checker.java,"src/checkstyle/com.puppycrawl.tools.checkstyle.Checker#fireErrors(String, TreeSet)$listener:AuditListener(512)","src/checkstyle/com.puppycrawl.tools.checkstyle.Checker#fireErrors(String, TreeSet)$listener:AuditListener(510)",TP,"Add Variable Modifier final in variable listener : AuditListener in method public fireErrors(aFileName String, aErrors TreeSet<LocalizedMessage>) : void from class com.puppycrawl.tools.checkstyle.Checker"
"https://github.com/checkstyle/checkstyle.git","src/main/java/com.puppycrawl.tools.checkstyle.Checker#fireErrors(String, SortedSet)$listener(391)",08638b5f739d9929698860048c052da2d5f80209,f1afaf83f39b83cc3bd07a2388448b262652a76b,1197706480,modifier change,src/checkstyle/com/puppycrawl/tools/checkstyle/Checker.java,src/checkstyle/com/puppycrawl/tools/checkstyle/Checker.java,"src/checkstyle/com.puppycrawl.tools.checkstyle.Checker#fireErrors(String, LocalizedMessage[])$listener:AuditListener(484)","src/checkstyle/com.puppycrawl.tools.checkstyle.Checker#fireErrors(String, LocalizedMessage[])$listener:AuditListener(474)",TP,"Remove Variable Modifier final in variable listener : AuditListener in method public fireErrors(aFileName String, aErrors LocalizedMessage[]) : void from class com.puppycrawl.tools.checkstyle.Checker"
"https://github.com/checkstyle/checkstyle.git","src/main/java/com.puppycrawl.tools.checkstyle.Checker#fireErrors(String, SortedSet)$listener(391)",f34eba11cbd8559d4d06f96e19affa70abaf86ff,0e3fe5643667a53079dbd114e5b1e9aa91fde083,999188004,introduced,src/checkstyle/com/puppycrawl/tools/checkstyle/Checker.java,src/checkstyle/com/puppycrawl/tools/checkstyle/Checker.java,"src/checkstyle/com.puppycrawl.tools.checkstyle.Checker#fireErrors(String, LineText[])$listener:AuditListener(317)","src/checkstyle/com.puppycrawl.tools.checkstyle.Checker#fireErrors(String, LineText[])$listener:AuditListener(317)",TP,"added with method"
"https://github.com/checkstyle/checkstyle.git","src/main/java/com.puppycrawl.tools.checkstyle.Checker#fireErrors(String, SortedSet)$stripped(385)",b33ff29c69de2b8aca3b7f73315f4594bdce4c24,82b2ba526976588d550cac698e512f8de6c1ffc6,1037521490,introduced,src/checkstyle/com/puppycrawl/tools/checkstyle/Checker.java,src/checkstyle/com/puppycrawl/tools/checkstyle/Checker.java,"src/checkstyle/com.puppycrawl.tools.checkstyle.Checker#fireErrors(String, LocalizedMessage[])$stripped:String(267)","src/checkstyle/com.puppycrawl.tools.checkstyle.Checker#fireErrors(String, LocalizedMessage[])$stripped:String(267)",TP,"Extract Variable stripped : String in method protected fireErrors(aFileName String, aErrors LocalizedMessage[]) : void from class com.puppycrawl.tools.checkstyle.Checker"
"https://github.com/checkstyle/checkstyle.git","src/main/java/com.puppycrawl.tools.checkstyle.Checker#process(List)$errorCount(226)",d86a9de35b58eeed409ed9fc3cbef252fda4cb84,5d7063c660b241bce251f1a8c89394619f2791fb,1093527252,modifier change,src/checkstyle/com/puppycrawl/tools/checkstyle/Checker.java,src/checkstyle/com/puppycrawl/tools/checkstyle/Checker.java,"src/checkstyle/com.puppycrawl.tools.checkstyle.Checker#process(File[])$errorCount:int(240)","src/checkstyle/com.puppycrawl.tools.checkstyle.Checker#process(File[])$errorCount:int(241)",TP,"Add Variable Modifier final in variable errorCount : int in method public process(aFiles File[]) : int from class com.puppycrawl.tools.checkstyle.Checker"
"https://github.com/checkstyle/checkstyle.git","src/main/java/com.puppycrawl.tools.checkstyle.Checker#process(List)$errorCount(226)",a49d4e972a6bfd26e73e42337ff75d50b4df8959,54a09706ec1db32435b09e6b6910813325558f8d,1037733445,introduced,src/checkstyle/com/puppycrawl/tools/checkstyle/Checker.java,src/checkstyle/com/puppycrawl/tools/checkstyle/Checker.java,"src/checkstyle/com.puppycrawl.tools.checkstyle.Checker#process(File[])$errorCount:int(183)","src/checkstyle/com.puppycrawl.tools.checkstyle.Checker#process(File[])$errorCount:int(183)",TP,"new variable"
"https://github.com/checkstyle/checkstyle.git","src/main/java/com.puppycrawl.tools.checkstyle.Checker#process(List)$files(206)",58219b9bd31c8f7fbc4f4bba0eeb811851f276b3,b8ca6a585b824e91b3b8c72dd5cc53c0eb0ab0f1,1421678312,rename,src/main/java/com/puppycrawl/tools/checkstyle/Checker.java,src/main/java/com/puppycrawl/tools/checkstyle/Checker.java,"src/main/java/com.puppycrawl.tools.checkstyle.Checker#process(List)$aFiles:List<File>(246)","src/main/java/com.puppycrawl.tools.checkstyle.Checker#process(List)$files:List<File>(246)",TP,"Rename Parameter aFiles : List<File> to files : List<File> in method public process(files List<File>) : int from class com.puppycrawl.tools.checkstyle.Checker"
"https://github.com/checkstyle/checkstyle.git","src/main/java/com.puppycrawl.tools.checkstyle.Checker#process(List)$files(206)",e287c5e741ce8b13d19e7f0885977792a0d0fcc9,f38d8abd42c3e824635e542e6031b3da1997c02e,1198131671,type change,src/checkstyle/com/puppycrawl/tools/checkstyle/Checker.java,src/checkstyle/com/puppycrawl/tools/checkstyle/Checker.java,"src/checkstyle/com.puppycrawl.tools.checkstyle.Checker#process(File[])$aFiles:File[](235)","src/checkstyle/com.puppycrawl.tools.checkstyle.Checker#process(List)$aFiles:List<File>(235)",TP,"Change Parameter Type aFiles : File[] to aFiles : List<File> in method public process(aFiles List<File>) : int from class com.puppycrawl.tools.checkstyle.Checker"
"https://github.com/checkstyle/checkstyle.git","src/main/java/com.puppycrawl.tools.checkstyle.Checker#process(List)$files(206)",cb2862b73a3aa9192fad25015da2c2fed87f8a91,822384a711290170148b43b5ae390dd4e8cfaf4f,1037515736,type change,src/checkstyle/com/puppycrawl/tools/checkstyle/Checker.java,src/checkstyle/com/puppycrawl/tools/checkstyle/Checker.java,"src/checkstyle/com.puppycrawl.tools.checkstyle.Checker#process(String[])$aFiles:String[](168)","src/checkstyle/com.puppycrawl.tools.checkstyle.Checker#process(File[])$aFiles:File[](168)",TP,"Change Parameter Type aFiles : String[] to aFiles : File[] in method public process(aFiles File[]) : int from class com.puppycrawl.tools.checkstyle.Checker"
"https://github.com/checkstyle/checkstyle.git","src/main/java/com.puppycrawl.tools.checkstyle.Checker#process(List)$files(206)",5f53a2a380e038e791af244b42f245b813dbc379,0fd69594a4c3e82f92f93f0371791da66938f8c3,993216264,introduced,src/checkstyle/com/puppycrawl/tools/checkstyle/CheckStyleTask.java,src/checkstyle/com/puppycrawl/tools/checkstyle/CheckStyleTask.java,"src/checkstyle/com.puppycrawl.tools.checkstyle.CheckStyleTask#process(String, String[], Checker)$aFiles:String[](200)","src/checkstyle/com.puppycrawl.tools.checkstyle.CheckStyleTask#process(String, String[], Checker)$aFiles:String[](200)",TP,"added with method"
"https://github.com/checkstyle/checkstyle.git","src/main/java/com.puppycrawl.tools.checkstyle.Checker#process(List)$fsc(213)",6e96026ec6d95fc5eadd3044cab91c24c73c8e0c,e00c478dd61d9d883e41b500b780ab217582c2e7,1287650559,modifier change,src/checkstyle/com/puppycrawl/tools/checkstyle/Checker.java,src/checkstyle/com/puppycrawl/tools/checkstyle/Checker.java,"src/checkstyle/com.puppycrawl.tools.checkstyle.Checker#process(List)$fsc:FileSetCheck(249)","src/checkstyle/com.puppycrawl.tools.checkstyle.Checker#process(List)$fsc:FileSetCheck(249)",TP,"Add Variable Modifier final in variable fsc : FileSetCheck in method public process(aFiles List<File>) : int from class com.puppycrawl.tools.checkstyle.Checker"
"https://github.com/checkstyle/checkstyle.git","src/main/java/com.puppycrawl.tools.checkstyle.Checker#process(List)$fsc(213)",08638b5f739d9929698860048c052da2d5f80209,f1afaf83f39b83cc3bd07a2388448b262652a76b,1197706480,modifier change,src/checkstyle/com/puppycrawl/tools/checkstyle/Checker.java,src/checkstyle/com/puppycrawl/tools/checkstyle/Checker.java,"src/checkstyle/com.puppycrawl.tools.checkstyle.Checker#process(File[])$fileSetCheck:FileSetCheck(237)","src/checkstyle/com.puppycrawl.tools.checkstyle.Checker#process(File[])$fsc:FileSetCheck(238)",TP,"Remove Variable Modifier final in variable fileSetCheck : FileSetCheck in method public process(aFiles File[]) : int from class com.puppycrawl.tools.checkstyle.Checker"
"https://github.com/checkstyle/checkstyle.git","src/main/java/com.puppycrawl.tools.checkstyle.Checker#process(List)$fsc(213)",08638b5f739d9929698860048c052da2d5f80209,f1afaf83f39b83cc3bd07a2388448b262652a76b,1197706480,rename,src/checkstyle/com/puppycrawl/tools/checkstyle/Checker.java,src/checkstyle/com/puppycrawl/tools/checkstyle/Checker.java,"src/checkstyle/com.puppycrawl.tools.checkstyle.Checker#process(File[])$fileSetCheck:FileSetCheck(237)","src/checkstyle/com.puppycrawl.tools.checkstyle.Checker#process(File[])$fsc:FileSetCheck(238)",TP,"Rename Variable fileSetCheck : FileSetCheck to fsc : FileSetCheck in method public process(aFiles File[]) : int from class com.puppycrawl.tools.checkstyle.Checker"
"https://github.com/checkstyle/checkstyle.git","src/main/java/com.puppycrawl.tools.checkstyle.Checker#process(List)$fsc(213)",d86a9de35b58eeed409ed9fc3cbef252fda4cb84,5d7063c660b241bce251f1a8c89394619f2791fb,1093527252,modifier change,src/checkstyle/com/puppycrawl/tools/checkstyle/Checker.java,src/checkstyle/com/puppycrawl/tools/checkstyle/Checker.java,"src/checkstyle/com.puppycrawl.tools.checkstyle.Checker#process(File[])$fileSetCheck:FileSetCheck(236)","src/checkstyle/com.puppycrawl.tools.checkstyle.Checker#process(File[])$fileSetCheck:FileSetCheck(236)",TP,"Add Variable Modifier final in variable fileSetCheck : FileSetCheck in method public process(aFiles File[]) : int from class com.puppycrawl.tools.checkstyle.Checker"
"https://github.com/checkstyle/checkstyle.git","src/main/java/com.puppycrawl.tools.checkstyle.Checker#process(List)$fsc(213)",54a09706ec1db32435b09e6b6910813325558f8d,abff1a2489ea8af10e1bc0a335551262d22f44e7,1037737306,introduced,src/checkstyle/com/puppycrawl/tools/checkstyle/Checker.java,src/checkstyle/com/puppycrawl/tools/checkstyle/Checker.java,"src/checkstyle/com.puppycrawl.tools.checkstyle.Checker#process(File[])$fileSetCheck:FileSetCheck(197)","src/checkstyle/com.puppycrawl.tools.checkstyle.Checker#process(File[])$fileSetCheck:FileSetCheck(197)",TP,"new variable"
"https://github.com/checkstyle/checkstyle.git","src/main/java/com.puppycrawl.tools.checkstyle.utils.CommonUtils#createPattern(String, int)$ex(108)",d67d10e9f2b480f7f56fe7cda2a908cd5fe770c7,f65b17cbc30795247fef3077cce16a8bb53e9ffc,1449184604,rename,src/main/java/com/puppycrawl/tools/checkstyle/utils/CommonUtils.java,src/main/java/com/puppycrawl/tools/checkstyle/utils/CommonUtils.java,"src/main/java/com.puppycrawl.tools.checkstyle.utils.CommonUtils#createPattern(String, int)$e:PatternSyntaxException(205)","src/main/java/com.puppycrawl.tools.checkstyle.utils.CommonUtils#createPattern(String, int)$ex:PatternSyntaxException(205)",TP,"Rename Variable e : PatternSyntaxException to ex : PatternSyntaxException in method public createPattern(pattern String, flags int) : Pattern from class com.puppycrawl.tools.checkstyle.utils.CommonUtils"
"https://github.com/checkstyle/checkstyle.git","src/main/java/com.puppycrawl.tools.checkstyle.utils.CommonUtils#createPattern(String, int)$ex(108)",2ba55edc4e35866afbb154e3ea03cf03e56ab9bc,f2c6263e151e8a7300755b36fbb41511c0a0cca1,1446178343,introduced,src/main/java/com/puppycrawl/tools/checkstyle/utils/CommonUtils.java,src/main/java/com/puppycrawl/tools/checkstyle/utils/CommonUtils.java,"src/main/java/com.puppycrawl.tools.checkstyle.utils.CommonUtils#createPattern(String, int)$e:PatternSyntaxException(205)","src/main/java/com.puppycrawl.tools.checkstyle.utils.CommonUtils#createPattern(String, int)$e:PatternSyntaxException(205)",TP,"Extract Method public createPattern(pattern String, flags int) : Pattern extracted from public createPattern(pattern String) : Pattern in class com.puppycrawl.tools.checkstyle.utils.CommonUtils"
"https://github.com/checkstyle/checkstyle.git","src/main/java/com.puppycrawl.tools.checkstyle.utils.CommonUtils#createPattern(String, int)$flags(104)",2ba55edc4e35866afbb154e3ea03cf03e56ab9bc,f2c6263e151e8a7300755b36fbb41511c0a0cca1,1446178343,introduced,src/main/java/com/puppycrawl/tools/checkstyle/utils/CommonUtils.java,src/main/java/com/puppycrawl/tools/checkstyle/utils/CommonUtils.java,"src/main/java/com.puppycrawl.tools.checkstyle.utils.CommonUtils#createPattern(String, int)$flags:int(201)","src/main/java/com.puppycrawl.tools.checkstyle.utils.CommonUtils#createPattern(String, int)$flags:int(201)",TP,"Extract Method public createPattern(pattern String, flags int) : Pattern extracted from public createPattern(pattern String) : Pattern in class com.puppycrawl.tools.checkstyle.utils.CommonUtils"
"https://github.com/checkstyle/checkstyle.git","src/main/java/com.puppycrawl.tools.checkstyle.utils.CommonUtils#createPattern(String, int)$pattern(104)",2ba55edc4e35866afbb154e3ea03cf03e56ab9bc,f2c6263e151e8a7300755b36fbb41511c0a0cca1,1446178343,introduced,src/main/java/com/puppycrawl/tools/checkstyle/utils/CommonUtils.java,src/main/java/com/puppycrawl/tools/checkstyle/utils/CommonUtils.java,"src/main/java/com.puppycrawl.tools.checkstyle.utils.CommonUtils#createPattern(String, int)$pattern:String(201)","src/main/java/com.puppycrawl.tools.checkstyle.utils.CommonUtils#createPattern(String, int)$pattern:String(201)",TP,"Extract Method public createPattern(pattern String, flags int) : Pattern extracted from public createPattern(pattern String) : Pattern in class com.puppycrawl.tools.checkstyle.utils.CommonUtils"
"https://github.com/checkstyle/checkstyle.git","src/main/java/com.puppycrawl.tools.checkstyle.checks.coding.FinalLocalVariableCheck#visitToken(DetailAST)$ast(188)",b94bac0719851b65b59b4aafc5bd3ef029321ed7,bb1b29851f14bf7eaf5656e01c285c0f5f3b9000,1421677214,rename,src/main/java/com/puppycrawl/tools/checkstyle/checks/coding/FinalLocalVariableCheck.java,src/main/java/com/puppycrawl/tools/checkstyle/checks/coding/FinalLocalVariableCheck.java,"src/main/java/com.puppycrawl.tools.checkstyle.checks.coding.FinalLocalVariableCheck#visitToken(DetailAST)$aAST:DetailAST(91)","src/main/java/com.puppycrawl.tools.checkstyle.checks.coding.FinalLocalVariableCheck#visitToken(DetailAST)$ast:DetailAST(91)",TP,"Rename Parameter aAST : DetailAST to ast : DetailAST in method public visitToken(ast DetailAST) : void from class com.puppycrawl.tools.checkstyle.checks.coding.FinalLocalVariableCheck"
"https://github.com/checkstyle/checkstyle.git","src/main/java/com.puppycrawl.tools.checkstyle.checks.coding.FinalLocalVariableCheck#visitToken(DetailAST)$ast(188)",753a3a0c9708a7c050efd1dad93c37b424cf5c73,0c717ef2abd068366612d44280633a1c7ac9efac,1063281707,introduced,src/checkstyle/com/puppycrawl/tools/checkstyle/checks/coding/FinalLocalVariableCheck.java,src/checkstyle/com/puppycrawl/tools/checkstyle/checks/coding/FinalLocalVariableCheck.java,"src/checkstyle/com.puppycrawl.tools.checkstyle.checks.coding.FinalLocalVariableCheck#visitToken(DetailAST)$aAST:DetailAST(94)","src/checkstyle/com.puppycrawl.tools.checkstyle.checks.coding.FinalLocalVariableCheck#visitToken(DetailAST)$aAST:DetailAST(94)",TP,"added with method"
"https://github.com/checkstyle/checkstyle.git","src/main/java/com.puppycrawl.tools.checkstyle.checks.coding.FinalLocalVariableCheck#visitToken(DetailAST)$candidate(226)",0a1a4c6e94c9b3b73b21b323f14ae7b7337b1b44,bf69cf167c9432daabc7b6e4a426fff33650a057,1459291652,introduced,src/main/java/com/puppycrawl/tools/checkstyle/checks/coding/FinalLocalVariableCheck.java,src/main/java/com/puppycrawl/tools/checkstyle/checks/coding/FinalLocalVariableCheck.java,"src/main/java/com.puppycrawl.tools.checkstyle.checks.coding.FinalLocalVariableCheck#visitToken(DetailAST)$candidate:Optional<FinalVariableCandidate>(212)","src/main/java/com.puppycrawl.tools.checkstyle.checks.coding.FinalLocalVariableCheck#visitToken(DetailAST)$candidate:Optional<FinalVariableCandidate>(212)",TP,"new variable"
"https://github.com/checkstyle/checkstyle.git","src/main/java/com.puppycrawl.tools.checkstyle.checks.coding.FinalLocalVariableCheck#visitToken(DetailAST)$parentType(224)",753a3a0c9708a7c050efd1dad93c37b424cf5c73,0c717ef2abd068366612d44280633a1c7ac9efac,1063281707,introduced,src/checkstyle/com/puppycrawl/tools/checkstyle/checks/coding/FinalLocalVariableCheck.java,src/checkstyle/com/puppycrawl/tools/checkstyle/checks/coding/FinalLocalVariableCheck.java,"src/checkstyle/com.puppycrawl.tools.checkstyle.checks.coding.FinalLocalVariableCheck#visitToken(DetailAST)$parentType:int(115)","src/checkstyle/com.puppycrawl.tools.checkstyle.checks.coding.FinalLocalVariableCheck#visitToken(DetailAST)$parentType:int(115)",TP,"added with method"
"https://github.com/checkstyle/checkstyle.git","src/main/java/com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck#checkThrowsTags(List, List, boolean)$documentedClassInfo(893)",fdd5ed77fd1ea61768683ee8cfacf78190a2d3aa,bf9325be913ce46a1427232c455f4830b574ba44,1448157067,rename,src/main/java/com/puppycrawl/tools/checkstyle/checks/javadoc/JavadocMethodCheck.java,src/main/java/com/puppycrawl/tools/checkstyle/checks/javadoc/JavadocMethodCheck.java,"src/main/java/com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck#checkThrowsTags(List, List, boolean)$documentedCI:AbstractClassInfo(892)","src/main/java/com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck#checkThrowsTags(List, List, boolean)$documentedClassInfo:AbstractClassInfo(892)",TP,"Rename Variable documentedCI : AbstractClassInfo to documentedClassInfo : AbstractClassInfo in method private checkThrowsTags(tags List<JavadocTag>, throwsList List<ExceptionInfo>, reportExpectedTags boolean) : void from class com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck"
